Date,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
04-02-2024,0.9893159365453287,0.9893159365453287,0.9519528091096302,0.9527556090806394,9569888.13,952755609.09,2024-02-04T00:00:00.000Z,2024-02-04T00:00:00.000Z,2024-02-04T22:43:00.000Z,2024-02-04T23:59:59.999Z
03-02-2024,0.9998985061246877,1.0101676171813254,0.9884585554453358,0.9892981758776761,9897496.43,989298175.88,2024-02-03T00:00:00.000Z,2024-02-03T02:26:00.000Z,2024-02-03T23:44:00.000Z,2024-02-03T23:59:59.999Z
02-02-2024,0.9774733772816441,1.0013132362827617,0.9755888833574303,0.9998993405263837,11905587.64,999899340.53,2024-02-02T00:00:00.000Z,2024-02-02T23:48:00.000Z,2024-02-02T00:08:00.000Z,2024-02-02T23:59:59.999Z
01-02-2024,0.9732648441638206,0.9854418400507178,0.9597286880402962,0.9774846088384315,14439991.12,977484608.84,2024-02-01T00:00:00.000Z,2024-02-01T09:30:00.000Z,2024-02-01T01:56:00.000Z,2024-02-01T23:59:59.999Z
31-01-2024,1.0061048243302746,1.009364489894574,0.9605210706964016,0.9733917705112364,20172688.35,973391770.52,2024-01-31T00:00:00.000Z,2024-01-31T00:06:00.000Z,2024-01-31T15:23:00.000Z,2024-01-31T23:59:59.999Z
30-01-2024,1.0348201621945063,1.0487073079974352,1.0027601867796878,1.0063592756451039,18932655.63,1006359275.65,2024-01-30T00:00:00.000Z,2024-01-30T12:14:00.000Z,2024-01-30T23:47:00.000Z,2024-01-30T23:59:59.999Z
29-01-2024,1.0178249222846036,1.0355894233538723,0.9867369805983105,1.0348201621945063,24596483.65,1034820162.2,2024-01-29T00:00:00.000Z,2024-01-29T23:56:00.000Z,2024-01-29T09:11:00.000Z,2024-01-29T23:59:59.999Z
28-01-2024,1.0025053696476514,1.0238622422257122,0.9912619710572949,1.0177484457410122,17995430.5,1017748445.75,2024-01-28T00:00:00.000Z,2024-01-28T21:10:00.000Z,2024-01-28T14:58:00.000Z,2024-01-28T23:59:59.999Z
27-01-2024,0.9832089151551189,1.0200944294575691,0.9821543735849613,1.002320260007774,13061237.09,1002320260.01,2024-01-27T00:00:00.000Z,2024-01-27T18:44:00.000Z,2024-01-27T09:02:00.000Z,2024-01-27T23:59:59.999Z
26-01-2024,0.937337873064653,0.9863470624286548,0.925884033207034,0.9833286709210683,13058229.93,983328670.93,2024-01-26T00:00:00.000Z,2024-01-26T18:46:00.000Z,2024-01-26T01:11:00.000Z,2024-01-26T23:59:59.999Z
