Date,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
04-02-2024,6.831116793284584,6.831116793284584,6.663340383610181,6.667228261209455,99743821.29,8504413611.74,2024-02-04T00:00:00.000Z,2024-02-04T00:00:00.000Z,2024-02-04T23:27:00.000Z,2024-02-04T23:59:59.999Z
03-02-2024,6.93654263651852,6.999074870049932,6.824722035660067,6.831490006142855,108609624.36,8711294647.79,2024-02-03T00:00:00.000Z,2024-02-03T01:36:00.000Z,2024-02-03T15:13:00.000Z,2024-02-03T23:59:59.999Z
02-02-2024,6.790940085491277,7.018485264081181,6.773136893797707,6.936225293750817,157571927.9,8842113389.17,2024-02-02T00:00:00.000Z,2024-02-02T17:17:00.000Z,2024-02-02T04:50:00.000Z,2024-02-02T23:59:59.999Z
01-02-2024,6.655660929630733,6.810061355865315,6.557548479921886,6.7910772003436986,157887536.11,8722376894.18,2024-02-01T00:00:00.000Z,2024-02-01T19:55:00.000Z,2024-02-01T01:24:00.000Z,2024-02-01T23:59:59.999Z
31-01-2024,6.840967918427687,6.88152883503604,6.602621151833816,6.655735814735817,196604220.45,8479634596.21,2024-01-31T00:00:00.000Z,2024-01-31T07:28:00.000Z,2024-01-31T22:14:00.000Z,2024-01-31T23:59:59.999Z
30-01-2024,7.030881500345332,7.074925604535404,6.832417876904624,6.841967372120249,219740479.12,8714087521.28,2024-01-30T00:00:00.000Z,2024-01-30T02:43:00.000Z,2024-01-30T23:45:00.000Z,2024-01-30T23:59:59.999Z
29-01-2024,6.84679692736934,7.2904337456975705,6.720755581093459,7.030881500345332,340006925.03,8990689819.58,2024-01-29T00:00:00.000Z,2024-01-29T22:17:00.000Z,2024-01-29T14:56:00.000Z,2024-01-29T23:59:59.999Z
28-01-2024,6.670120805859043,6.83912666086357,6.579175671803877,6.83912666086357,181489924.71,8705153512.12,2024-01-28T00:00:00.000Z,2024-01-28T23:59:00.000Z,2024-01-28T20:17:00.000Z,2024-01-28T23:59:59.999Z
27-01-2024,6.672746057281053,6.740087598512755,6.540069891232338,6.670247292674041,141355540.23,8487629525.01,2024-01-27T00:00:00.000Z,2024-01-27T21:36:00.000Z,2024-01-27T09:02:00.000Z,2024-01-27T23:59:59.999Z
26-01-2024,6.433969370001952,6.723201488870363,6.365406198369281,6.672457964748956,186488222.36,8523696033.17,2024-01-26T00:00:00.000Z,2024-01-26T20:19:00.000Z,2024-01-26T07:34:00.000Z,2024-01-26T23:59:59.999Z
25-01-2024,6.45992371621586,6.559727808258577,6.353330106160166,6.434463015951145,156401029.26,8182734467.8,2024-01-25T00:00:00.000Z,2024-01-25T11:35:00.000Z,2024-01-25T17:10:00.000Z,2024-01-25T23:59:59.999Z
24-01-2024,6.354417918335835,6.532092894352131,6.264542220753672,6.459842080387748,182514258.69,8213330545.01,2024-01-24T00:00:00.000Z,2024-01-24T12:46:00.000Z,2024-01-24T03:30:00.000Z,2024-01-24T23:59:59.999Z
23-01-2024,6.332935230822761,6.443181308738498,6.001400016075598,6.354431150782585,251031948.2,8241442217.45,2024-01-23T00:00:00.000Z,2024-01-23T04:28:00.000Z,2024-01-23T09:32:00.000Z,2024-01-23T23:59:59.999Z
22-01-2024,6.808433376011819,6.835376651020854,6.320576463830274,6.332925310524414,269918505.05,8046287698.33,2024-01-22T00:00:00.000Z,2024-01-22T00:20:00.000Z,2024-01-22T19:44:00.000Z,2024-01-22T23:59:59.999Z
21-01-2024,6.900288692106384,6.964543281767767,6.8073180234229715,6.8073180234229715,115667492.34,8646413149.33,2024-01-21T00:00:00.000Z,2024-01-21T03:11:00.000Z,2024-01-21T23:59:00.000Z,2024-01-21T23:59:59.999Z
20-01-2024,6.874999610833297,6.942978561237064,6.783598954782481,6.89889547990136,140211031.66,8760098658.41,2024-01-20T00:00:00.000Z,2024-01-20T07:45:00.000Z,2024-01-20T01:02:00.000Z,2024-01-20T23:59:59.999Z
19-01-2024,7.007310050508676,7.041849972256714,6.59566910572455,6.874605008397452,228284378.59,8726610813.93,2024-01-19T00:00:00.000Z,2024-01-19T07:06:00.000Z,2024-01-19T16:47:00.000Z,2024-01-19T23:59:59.999Z
18-01-2024,7.335140979546298,7.377193570712418,6.863233126751043,7.007637102143867,242668717.35,8966662397.28,2024-01-18T00:00:00.000Z,2024-01-18T00:13:00.000Z,2024-01-18T20:04:00.000Z,2024-01-18T23:59:59.999Z
17-01-2024,7.4886306460091046,7.59097476623685,7.266696052051498,7.332959559212083,183863749.13,9477256794.76,2024-01-17T00:00:00.000Z,2024-01-17T02:08:00.000Z,2024-01-17T23:08:00.000Z,2024-01-17T23:59:59.999Z
16-01-2024,7.515416638426942,7.662616585023207,7.355121845173125,7.490060434211047,196373827.7,9499400590.06,2024-01-16T00:00:00.000Z,2024-01-16T09:31:00.000Z,2024-01-16T14:45:00.000Z,2024-01-16T23:59:59.999Z
15-01-2024,7.325548684623496,7.676066504262009,7.320394827314823,7.51778659193839,194678727.96,9887367168,2024-01-15T00:00:00.000Z,2024-01-15T18:46:00.000Z,2024-01-15T00:02:00.000Z,2024-01-15T23:59:59.999Z
14-01-2024,7.613139938284365,7.688433450713772,7.327099099147664,7.327099099147664,170845572.2,9399165736.98,2024-01-14T00:00:00.000Z,2024-01-14T10:02:00.000Z,2024-01-14T23:59:00.000Z,2024-01-14T23:59:59.999Z
13-01-2024,7.567115525529615,7.740000420303803,7.4129607380945455,7.612984961703761,202570099.49,10072904241.78,2024-01-13T00:00:00.000Z,2024-01-13T15:37:00.000Z,2024-01-13T01:15:00.000Z,2024-01-13T23:59:59.999Z
12-01-2024,8.166201033489829,8.206326803682513,7.419298708295231,7.569273614915289,350427695.27,9871260357.63,2024-01-12T00:00:00.000Z,2024-01-12T00:56:00.000Z,2024-01-12T22:31:00.000Z,2024-01-12T23:59:59.999Z
11-01-2024,7.97337034613874,8.566725278634685,7.883281526999231,8.17018922455879,535315793.04,10349653529.58,2024-01-11T00:00:00.000Z,2024-01-11T13:26:00.000Z,2024-01-11T06:32:00.000Z,2024-01-11T23:59:59.999Z
10-01-2024,7.118540960626416,8.074015910745894,6.848067201570769,7.971061162446426,416263451.85,10094366348.06,2024-01-10T00:00:00.000Z,2024-01-10T23:21:00.000Z,2024-01-10T12:58:00.000Z,2024-01-10T23:59:59.999Z
09-01-2024,7.478613339141392,7.521772612333585,6.926911412821046,7.117210180311814,293447140.75,9011279090.64,2024-01-09T00:00:00.000Z,2024-01-09T00:17:00.000Z,2024-01-09T21:02:00.000Z,2024-01-09T23:59:59.999Z
08-01-2024,6.896447442756844,7.500976805027806,6.564641370768485,7.477948400167336,344729757.08,9463137183.7,2024-01-08T00:00:00.000Z,2024-01-08T23:15:00.000Z,2024-01-08T03:29:00.000Z,2024-01-08T23:59:59.999Z
07-01-2024,7.139664599939273,7.3139647440159825,6.844491071934883,6.895832896522873,223805099.95,8723984272.55,2024-01-07T00:00:00.000Z,2024-01-07T07:35:00.000Z,2024-01-07T23:45:00.000Z,2024-01-07T23:59:59.999Z
06-01-2024,7.445598348681409,7.448601368862443,6.987271824695089,7.1388309874476015,241045789.32,9029067857.31,2024-01-06T00:00:00.000Z,2024-01-06T00:01:00.000Z,2024-01-06T06:58:00.000Z,2024-01-06T23:59:59.999Z
05-01-2024,7.881258291087605,7.945945648943536,7.246332514827446,7.445561836315158,348229259.09,9414691956.37,2024-01-05T00:00:00.000Z,2024-01-05T01:05:00.000Z,2024-01-05T17:10:00.000Z,2024-01-05T23:59:59.999Z
04-01-2024,7.641465278211382,7.987429086557194,7.537779987517451,7.881476418106852,333627890.45,9962925705.31,2024-01-04T00:00:00.000Z,2024-01-04T20:45:00.000Z,2024-01-04T02:00:00.000Z,2024-01-04T23:59:59.999Z
03-01-2024,8.412876516070495,8.564529205978205,6.978059310358524,7.641822686681604,662847385.36,9695374189.91,2024-01-03T00:00:00.000Z,2024-01-03T05:31:00.000Z,2024-01-03T12:16:00.000Z,2024-01-03T23:59:59.999Z
