Date,Open,High,Low,Close,Volume,Market Cap,Time Open,Time High,Time Low,Time Close
04-02-2024,5.06529392080684,5.06529392080684,4.913733590407413,4.927725589845363,86149675.11,2484222112.06,2024-02-04T00:00:00.000Z,2024-02-04T00:00:00.000Z,2024-02-04T23:24:00.000Z,2024-02-04T23:59:59.999Z
03-02-2024,5.044383016865295,5.305820542485936,5.0368416285427555,5.065266896896916,148968098.02,2552940721.41,2024-02-03T00:00:00.000Z,2024-02-03T01:07:00.000Z,2024-02-03T00:05:00.000Z,2024-02-03T23:59:59.999Z
02-02-2024,4.97216238862759,5.074060738163869,4.944305353381443,5.044015290029774,105903998.02,2542229717.69,2024-02-02T00:00:00.000Z,2024-02-02T16:07:00.000Z,2024-02-02T13:59:00.000Z,2024-02-02T23:59:59.999Z
01-02-2024,4.96006909908849,4.997233197086126,4.854501141534265,4.9722761448552815,108225175.31,2498220693.52,2024-02-01T00:00:00.000Z,2024-02-01T00:27:00.000Z,2024-02-01T11:53:00.000Z,2024-02-01T23:59:59.999Z
31-01-2024,5.156438045483091,5.169654046138387,4.908419506996899,4.960390762161608,137707787.02,2487173862.19,2024-01-31T00:00:00.000Z,2024-01-31T00:07:00.000Z,2024-01-31T22:11:00.000Z,2024-01-31T23:59:59.999Z
30-01-2024,5.334638666956091,5.369528506317403,5.144600060150541,5.1546549816036205,135692836.63,2584118795.14,2024-01-30T00:00:00.000Z,2024-01-30T02:44:00.000Z,2024-01-30T23:45:00.000Z,2024-01-30T23:59:59.999Z
29-01-2024,5.194482535578806,5.3625118201271205,5.126671451926573,5.334638666956091,118990405.19,2669837101.56,2024-01-29T00:00:00.000Z,2024-01-29T18:13:00.000Z,2024-01-29T14:53:00.000Z,2024-01-29T23:59:59.999Z
28-01-2024,5.33344066463823,5.404135466119062,5.142443255950981,5.192930264029791,112028944.88,2597175981.86,2024-01-28T00:00:00.000Z,2024-01-28T05:11:00.000Z,2024-01-28T22:45:00.000Z,2024-01-28T23:59:59.999Z
27-01-2024,5.176471587761104,5.395220178353542,5.122493597388504,5.3335096408423635,115880316.43,2665787252.44,2024-01-27T00:00:00.000Z,2024-01-27T19:50:00.000Z,2024-01-27T07:26:00.000Z,2024-01-27T23:59:59.999Z
26-01-2024,4.966225091038993,5.224834848070156,4.913791854960398,5.17681218192072,139710614.69,2586891184.89,2024-01-26T00:00:00.000Z,2024-01-26T17:09:00.000Z,2024-01-26T00:20:00.000Z,2024-01-26T23:59:59.999Z
25-01-2024,5.004757594981664,5.028324405011297,4.8326150951953135,4.966661801543436,114437058.92,2478952068.23,2024-01-25T00:00:00.000Z,2024-01-25T00:44:00.000Z,2024-01-25T15:57:00.000Z,2024-01-25T23:59:59.999Z
24-01-2024,4.891081873437486,5.0111487487628885,4.797968085267457,5.004737710775189,157518986.18,2497077301.17,2024-01-24T00:00:00.000Z,2024-01-24T17:43:00.000Z,2024-01-24T06:18:00.000Z,2024-01-24T23:59:59.999Z
23-01-2024,5.03728082526506,5.1287037638302575,4.63609480731258,4.8910529651089485,247797677.34,2437581827.84,2024-01-23T00:00:00.000Z,2024-01-23T04:30:00.000Z,2024-01-23T14:12:00.000Z,2024-01-23T23:59:59.999Z
